plant_id,month,month_name,task_type,task_title,task_description,priority,garden_type,region_adjustment,verification_status,confidence,source_ids
korenje,5,maj,setev_na_prosto,Sej korenje na prosto,Splošen razpon: marec–junij; julij za pozne setve. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,6,junij,setev_na_prosto,Sej korenje na prosto,Splošen razpon: marec–junij; julij za pozne setve. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,7,julij,setev_na_prosto,Sej korenje na prosto,Splošen razpon: marec–junij; julij za pozne setve. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,6,junij,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,7,julij,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,8,avgust,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,9,september,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,10,oktober,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
korenje,11,november,obiranje,Obiraj korenje,Splošen razpon: junij–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
petersilj_koren,3,marec,setev_na_prosto,Sej peteršilj koren na prosto,Splošen razpon: marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
petersilj_koren,4,april,setev_na_prosto,Sej peteršilj koren na prosto,Splošen razpon: marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
petersilj_koren,9,september,obiranje,Obiraj peteršilj koren,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
petersilj_koren,10,oktober,obiranje,Obiraj peteršilj koren,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
petersilj_koren,11,november,obiranje,Obiraj peteršilj koren,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,4,april,setev_na_prosto,Sej rdeča pesa na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,5,maj,setev_na_prosto,Sej rdeča pesa na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,6,junij,setev_na_prosto,Sej rdeča pesa na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,7,julij,obiranje,Obiraj rdeča pesa,Splošen razpon: julij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,8,avgust,obiranje,Obiraj rdeča pesa,Splošen razpon: julij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,9,september,obiranje,Obiraj rdeča pesa,Splošen razpon: julij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
rdeca_pesa,10,oktober,obiranje,Obiraj rdeča pesa,Splošen razpon: julij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,3,marec,setev_na_prosto,Sej redkvica na prosto,Splošen razpon: marec–maj; avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,4,april,setev_na_prosto,Sej redkvica na prosto,Splošen razpon: marec–maj; avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,5,maj,setev_na_prosto,Sej redkvica na prosto,Splošen razpon: marec–maj; avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,8,avgust,setev_na_prosto,Sej redkvica na prosto,Splošen razpon: marec–maj; avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,9,september,setev_na_prosto,Sej redkvica na prosto,Splošen razpon: marec–maj; avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,4,april,obiranje,Obiraj redkvica,Splošen razpon: april–junij; september–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,5,maj,obiranje,Obiraj redkvica,Splošen razpon: april–junij; september–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,6,junij,obiranje,Obiraj redkvica,Splošen razpon: april–junij; september–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,9,september,obiranje,Obiraj redkvica,Splošen razpon: april–junij; september–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
redkvica,10,oktober,obiranje,Obiraj redkvica,Splošen razpon: april–junij; september–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,3,marec,setev_na_prosto,Sej pastinak na prosto,Splošen razpon: marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,4,april,setev_na_prosto,Sej pastinak na prosto,Splošen razpon: marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,1,januar,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,2,februar,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,3,marec,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,10,oktober,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,11,november,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
pastinak,12,december,obiranje,Obiraj pastinak,Splošen razpon: oktober–marec. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,2,februar,setev_notri,Sej krompir v notranjih prostorih,"Splošen razpon: nakaljevanje februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,3,marec,setev_notri,Sej krompir v notranjih prostorih,"Splošen razpon: nakaljevanje februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,3,marec,setev_na_prosto,Sej krompir na prosto,"Splošen razpon: marec–april, ko so tla primerna. Pred setvijo preveri temperaturo in vlažnost tal.",visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,4,april,setev_na_prosto,Sej krompir na prosto,"Splošen razpon: marec–april, ko so tla primerna. Pred setvijo preveri temperaturo in vlažnost tal.",visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,6,junij,obiranje,Obiraj krompir,Splošen razpon: junij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,7,julij,obiranje,Obiraj krompir,Splošen razpon: junij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,8,avgust,obiranje,Obiraj krompir,Splošen razpon: junij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,9,september,obiranje,Obiraj krompir,Splošen razpon: junij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
krompir,10,oktober,obiranje,Obiraj krompir,Splošen razpon: junij–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;ARSO_TLA;SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,2,februar,setev_notri,Sej gomoljna zelena v notranjih prostorih,"Splošen razpon: februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",srednja,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,3,marec,setev_notri,Sej gomoljna zelena v notranjih prostorih,"Splošen razpon: februar–marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",srednja,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,5,maj,presajanje,Presadi gomoljna zelena na stalno mesto,Splošen razpon: maj. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,9,september,obiranje,Obiraj gomoljna zelena,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,10,oktober,obiranje,Obiraj gomoljna zelena,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
gomoljna_zelena,11,november,obiranje,Obiraj gomoljna zelena,Splošen razpon: september–november. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
fizol_nizek,5,maj,setev_na_prosto,Sej fižol nizek na prosto,Splošen razpon: maj–julij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_nizek,6,junij,setev_na_prosto,Sej fižol nizek na prosto,Splošen razpon: maj–julij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_nizek,7,julij,setev_na_prosto,Sej fižol nizek na prosto,Splošen razpon: maj–julij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_nizek,7,julij,obiranje,Obiraj fižol nizek,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_nizek,8,avgust,obiranje,Obiraj fižol nizek,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_nizek,9,september,obiranje,Obiraj fižol nizek,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_visok,5,maj,setev_na_prosto,Sej fižol visok na prosto,Splošen razpon: maj–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_visok,6,junij,setev_na_prosto,Sej fižol visok na prosto,Splošen razpon: maj–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_visok,7,julij,obiranje,Obiraj fižol visok,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_visok,8,avgust,obiranje,Obiraj fižol visok,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
fizol_visok,9,september,obiranje,Obiraj fižol visok,Splošen razpon: julij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,KGZS_EKNJIZNICA;IVR;SEMENARNA_KATALOG
grah,2,februar,setev_na_prosto,Sej grah na prosto,Splošen razpon: februar–april; avgust za jesenski poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,3,marec,setev_na_prosto,Sej grah na prosto,Splošen razpon: februar–april; avgust za jesenski poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,4,april,setev_na_prosto,Sej grah na prosto,Splošen razpon: februar–april; avgust za jesenski poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,8,avgust,setev_na_prosto,Sej grah na prosto,Splošen razpon: februar–april; avgust za jesenski poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,5,maj,obiranje,Obiraj grah,Splošen razpon: maj–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,6,junij,obiranje,Obiraj grah,Splošen razpon: maj–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
grah,7,julij,obiranje,Obiraj grah,Splošen razpon: maj–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;IVR;VERIFY_NEEDED
bob,2,februar,setev_na_prosto,Sej bob na prosto,Splošen razpon: februar–marec; oktober za prezimni poskus v toplih legah. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
bob,3,marec,setev_na_prosto,Sej bob na prosto,Splošen razpon: februar–marec; oktober za prezimni poskus v toplih legah. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
bob,10,oktober,setev_na_prosto,Sej bob na prosto,Splošen razpon: februar–marec; oktober za prezimni poskus v toplih legah. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
bob,5,maj,obiranje,Obiraj bob,Splošen razpon: maj–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
